CustomerID,CustomerName,City,State,Country,Segment,JoinDate,OrderID,CustomerID,ProductID,OrderDate,Quantity,Sales,Discount,Profit,Region,ProductID,Category,SubCategory,ProductName,Brand,Cost,SellingPrice,EmployeeID,Manager,Department,Region,Month,SalesTarget,ProfitTarget,ReturnID,OrderID,Reason,ReturnDate
CUST-129,Customer 129,New York,NY,United States,Home Office,30-06-23,ORD-1089,CUST-129,PROD-7105,06-05-24,5,3500,0.3,-495,East,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,East,May,11168,2233.6,,ORD-1089,,
CUST-100,Customer 100,Chicago,IL,United States,Consumer,07-06-23,ORD-1090,CUST-100,PROD-4002,26-05-24,2,19.2,0.2,7.2,Central,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-103,Charlie Brown,Sales - Home Office,Central,May,12943,2588.6,,ORD-1090,,
CUST-101,Customer 101,Chicago,IL,United States,Corporate,15-06-23,ORD-1091,CUST-101,PROD-2363,07-01-24,3,945,0.3,-15,Central,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-104,Diana Prince,Sales - Enterprise,Central,January,5876,1175.2,,ORD-1091,,
CUST-102,Customer 102,Dallas,TX,United States,Consumer,27-04-23,ORD-1092,CUST-102,PROD-2363,04-10-24,4,1620,0.1,340,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-101,Alice Smith,Sales - Corporate,South,October,11986,2397.2,RET-5092,ORD-1092,Wrong Item,13-10-24
CUST-103,Customer 103,San Antonio,TX,United States,Consumer,20-01-23,ORD-1093,CUST-103,PROD-6243,31-08-24,4,42,0.3,10,South,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-102,Bob Jones,Sales - Consumer,South,August,10342,2068.4,,ORD-1093,,
CUST-104,Customer 104,Houston,TX,United States,Home Office,20-09-23,ORD-1094,CUST-104,PROD-2363,01-12-24,1,405,0.1,85,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-103,Charlie Brown,Sales - Home Office,South,December,7551,1510.2,,ORD-1094,,
CUST-105,Customer 105,Dallas,TX,United States,Corporate,24-10-22,ORD-1095,CUST-105,PROD-4762,22-07-24,5,525,0.3,25,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-104,Diana Prince,Sales - Enterprise,South,July,11469,2293.8,,ORD-1095,,
CUST-106,Customer 106,Houston,TX,United States,Home Office,24-02-23,ORD-1096,CUST-106,PROD-3235,13-08-24,1,22.5,0.1,7.5,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,South,August,14765,2953,,ORD-1096,,
CUST-107,Customer 107,Houston,TX,United States,Consumer,08-01-23,ORD-1097,CUST-107,PROD-2363,10-06-24,2,900,0,260,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,South,June,11038,2207.6,,ORD-1097,,
CUST-108,Customer 108,Los Angeles,CA,United States,Consumer,09-04-23,ORD-1098,CUST-108,PROD-3235,10-05-24,5,125,0,50,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,West,May,7832,1566.4,,ORD-1098,,
CUST-109,Customer 109,San Diego,CA,United States,Corporate,22-06-23,ORD-1099,CUST-109,PROD-7105,05-04-24,4,2800,0.3,-396,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-104,Diana Prince,Sales - Enterprise,West,April,6908,1381.6,,ORD-1099,,
CUST-110,Customer 110,Dallas,TX,United States,Corporate,10-07-23,ORD-1100,CUST-110,PROD-5033,05-02-24,4,3360,0.3,-440,South,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-101,Alice Smith,Sales - Corporate,South,February,10468,2093.6,,ORD-1100,,
CUST-111,Customer 111,Dallas,TX,United States,Consumer,28-12-22,ORD-1101,CUST-111,PROD-4762,12-11-24,5,750,0,250,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-102,Bob Jones,Sales - Consumer,South,November,7898,1579.6,,ORD-1101,,
CUST-112,Customer 112,San Jose,CA,United States,Corporate,15-05-23,ORD-1102,CUST-112,PROD-5033,30-03-24,1,1080,0.1,130,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-103,Charlie Brown,Sales - Home Office,West,March,14510,2902,,ORD-1102,,
CUST-113,Customer 113,Chicago,IL,United States,Consumer,06-10-22,ORD-1103,CUST-113,PROD-4002,24-01-24,1,12,0,6,Central,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-104,Diana Prince,Sales - Enterprise,Central,January,7192,1438.4,,ORD-1103,,
CUST-114,Customer 114,San Antonio,TX,United States,Corporate,19-11-22,ORD-1104,CUST-114,PROD-4002,14-04-24,3,32.4,0.1,14.4,South,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-101,Alice Smith,Sales - Corporate,South,April,10765,2153,,ORD-1104,,
CUST-115,Customer 115,Chicago,IL,United States,Corporate,09-09-23,ORD-1105,CUST-115,PROD-7105,21-04-24,4,3600,0.1,404,Central,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,Central,April,14446,2889.2,,ORD-1105,,
CUST-116,Customer 116,Philadelphia,PA,United States,Consumer,19-06-23,ORD-1106,CUST-116,PROD-2363,16-10-24,2,810,0.1,170,East,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-103,Charlie Brown,Sales - Home Office,East,October,9612,1922.4,,ORD-1106,,
CUST-117,Customer 117,New York,NY,United States,Corporate,04-12-22,ORD-1107,CUST-117,PROD-6243,08-06-24,4,42,0.3,10,East,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-104,Diana Prince,Sales - Enterprise,East,June,8228,1645.6,,ORD-1107,,
CUST-118,Customer 118,Houston,TX,United States,Consumer,17-05-23,ORD-1108,CUST-118,PROD-4002,05-04-24,4,33.6,0.3,9.6,South,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-101,Alice Smith,Sales - Corporate,South,April,5793,1158.6,,ORD-1108,,
CUST-119,Customer 119,Phoenix,AZ,United States,Home Office,13-01-23,ORD-1109,CUST-119,PROD-2363,26-11-24,2,810,0.1,170,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,West,November,13554,2710.8,,ORD-1109,,
CUST-120,Customer 120,San Diego,CA,United States,Corporate,26-02-23,ORD-1110,CUST-120,PROD-6243,21-04-24,5,52.5,0.3,12.5,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,West,April,5126,1025.2,,ORD-1110,,
CUST-121,Customer 121,San Jose,CA,United States,Consumer,04-08-23,ORD-1111,CUST-121,PROD-7545,30-01-24,3,840,0.2,90,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-104,Diana Prince,Sales - Enterprise,West,January,6792,1358.4,,ORD-1111,,
CUST-122,Customer 122,Phoenix,AZ,United States,Corporate,06-06-23,ORD-1112,CUST-122,PROD-6243,01-07-24,1,12,0.2,4,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-101,Alice Smith,Sales - Corporate,West,July,9021,1804.2,,ORD-1112,,
CUST-123,Customer 123,San Diego,CA,United States,Home Office,28-04-23,ORD-1113,CUST-123,PROD-5033,05-11-24,4,4800,0,1000,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,West,November,9212,1842.4,,ORD-1113,,
CUST-124,Customer 124,Chicago,IL,United States,Home Office,23-01-23,ORD-1114,CUST-124,PROD-4762,26-01-24,2,240,0.2,40,Central,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,Central,January,13666,2733.2,,ORD-1114,,
CUST-125,Customer 125,New York,NY,United States,Home Office,25-09-22,ORD-1115,CUST-125,PROD-8837,08-09-24,1,8,0.2,3,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,East,September,10299,2059.8,,ORD-1115,,
CUST-126,Customer 126,San Diego,CA,United States,Consumer,31-03-23,ORD-1116,CUST-126,PROD-4002,12-10-24,2,16.8,0.3,4.8,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-101,Alice Smith,Sales - Corporate,West,October,10588,2117.6,,ORD-1116,,
CUST-127,Customer 127,New York,NY,United States,Consumer,31-03-23,ORD-1117,CUST-127,PROD-2363,28-05-24,4,1440,0.2,160,East,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,East,May,14916,2983.2,,ORD-1117,,
CUST-128,Customer 128,San Antonio,TX,United States,Consumer,12-02-23,ORD-1118,CUST-128,PROD-4762,21-05-24,3,360,0.2,60,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,South,May,5951,1190.2,,ORD-1118,,
CUST-129,Customer 129,New York,NY,United States,Consumer,12-12-22,ORD-1119,CUST-129,PROD-8837,24-05-24,1,9,0.1,4,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,East,May,10490,2098,,ORD-1119,,
CUST-100,Customer 100,Los Angeles,CA,United States,Corporate,03-06-23,ORD-1120,CUST-100,PROD-2363,24-04-24,3,1080,0.2,120,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-101,Alice Smith,Sales - Corporate,West,April,11016,2203.2,,ORD-1120,,
CUST-101,Customer 101,San Antonio,TX,United States,Home Office,16-05-23,ORD-1121,CUST-101,PROD-2363,15-10-24,3,1215,0.1,255,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,South,October,11305,2261,,ORD-1121,,
CUST-102,Customer 102,San Antonio,TX,United States,Home Office,10-12-22,ORD-1122,CUST-102,PROD-6243,27-06-24,1,15,0,7,South,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,South,June,10954,2190.8,,ORD-1122,,
CUST-103,Customer 103,San Diego,CA,United States,Corporate,18-01-23,ORD-1123,CUST-103,PROD-3235,27-08-24,3,75,0,30,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-104,Diana Prince,Sales - Enterprise,West,August,8675,1735,,ORD-1123,,
CUST-104,Customer 104,Los Angeles,CA,United States,Home Office,20-06-23,ORD-1124,CUST-104,PROD-2363,29-03-24,3,945,0.3,-15,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-101,Alice Smith,Sales - Corporate,West,March,9547,1909.4,,ORD-1124,,
CUST-105,Customer 105,Philadelphia,PA,United States,Consumer,22-08-22,ORD-1125,CUST-105,PROD-8837,11-08-24,2,16,0.2,6,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-102,Bob Jones,Sales - Consumer,East,August,7198,1439.6,,ORD-1125,,
CUST-106,Customer 106,Chicago,IL,United States,Consumer,20-03-23,ORD-1126,CUST-106,PROD-7545,23-03-24,5,1225,0.3,-25,Central,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-103,Charlie Brown,Sales - Home Office,Central,March,8594,1718.8,,ORD-1126,,
CUST-107,Customer 107,Los Angeles,CA,United States,Home Office,28-05-23,ORD-1127,CUST-107,PROD-7105,21-01-24,1,900,0.1,101,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-104,Diana Prince,Sales - Enterprise,West,January,12083,2416.6,,ORD-1127,,
CUST-108,Customer 108,San Jose,CA,United States,Corporate,25-09-22,ORD-1128,CUST-108,PROD-5033,07-10-24,3,3240,0.1,390,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-101,Alice Smith,Sales - Corporate,West,October,9223,1844.6,,ORD-1128,,
CUST-109,Customer 109,Los Angeles,CA,United States,Home Office,27-02-23,ORD-1129,CUST-109,PROD-5033,15-01-24,5,6000,0,1250,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,West,January,12368,2473.6,,ORD-1129,,
CUST-110,Customer 110,Houston,TX,United States,Corporate,26-08-23,ORD-1130,CUST-110,PROD-4762,19-04-24,5,600,0.2,100,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,South,April,11981,2396.2,,ORD-1130,,
CUST-111,Customer 111,Phoenix,AZ,United States,Corporate,03-10-22,ORD-1131,CUST-111,PROD-2363,11-02-24,1,450,0,130,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-104,Diana Prince,Sales - Enterprise,West,February,12141,2428.2,,ORD-1131,,
CUST-112,Customer 112,San Antonio,TX,United States,Consumer,27-09-22,ORD-1132,CUST-112,PROD-3235,08-12-24,1,20,0.2,5,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,South,December,5645,1129,,ORD-1132,,
CUST-113,Customer 113,Los Angeles,CA,United States,Consumer,19-11-22,ORD-1133,CUST-113,PROD-5033,22-06-24,5,4200,0.3,-550,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,West,June,7681,1536.2,,ORD-1133,,
CUST-114,Customer 114,Los Angeles,CA,United States,Corporate,26-09-22,ORD-1134,CUST-114,PROD-6243,12-07-24,4,48,0.2,16,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,West,July,9124,1824.8,,ORD-1134,,
CUST-115,Customer 115,San Diego,CA,United States,Home Office,13-04-23,ORD-1135,CUST-115,PROD-4002,23-04-24,3,32.4,0.1,14.4,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-104,Diana Prince,Sales - Enterprise,West,April,9150,1830,,ORD-1135,,
CUST-116,Customer 116,Philadelphia,PA,United States,Corporate,17-07-23,ORD-1136,CUST-116,PROD-5033,08-11-24,4,3840,0.2,40,East,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-101,Alice Smith,Sales - Corporate,East,November,6762,1352.4,,ORD-1136,,
CUST-117,Customer 117,New York,NY,United States,Corporate,24-09-22,ORD-1137,CUST-117,PROD-2363,20-07-24,5,2250,0,650,East,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,East,July,7343,1468.6,,ORD-1137,,
CUST-118,Customer 118,Dallas,TX,United States,Consumer,12-06-23,ORD-1138,CUST-118,PROD-3235,12-02-24,3,60,0.2,15,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,South,February,6252,1250.4,RET-5138,ORD-1138,Not as Described,19-02-24
CUST-119,Customer 119,Los Angeles,CA,United States,Home Office,15-06-23,ORD-1139,CUST-119,PROD-4002,14-02-24,1,12,0,6,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-104,Diana Prince,Sales - Enterprise,West,February,10136,2027.2,,ORD-1139,,
CUST-120,Customer 120,San Antonio,TX,United States,Consumer,25-11-22,ORD-1140,CUST-120,PROD-4762,13-01-24,5,750,0,250,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,South,January,6750,1350,,ORD-1140,,
CUST-121,Customer 121,Philadelphia,PA,United States,Consumer,27-06-23,ORD-1141,CUST-121,PROD-4002,25-09-24,2,24,0,12,East,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-102,Bob Jones,Sales - Consumer,East,September,13044,2608.8,,ORD-1141,,
CUST-122,Customer 122,San Jose,CA,United States,Home Office,16-12-22,ORD-1142,CUST-122,PROD-4762,27-03-24,5,600,0.2,100,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,West,March,9232,1846.4,,ORD-1142,,
CUST-123,Customer 123,San Diego,CA,United States,Corporate,13-11-22,ORD-1143,CUST-123,PROD-5033,03-08-24,4,3840,0.2,40,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,West,August,8042,1608.4,,ORD-1143,,
CUST-124,Customer 124,San Jose,CA,United States,Home Office,25-12-22,ORD-1144,CUST-124,PROD-4002,15-01-24,4,33.6,0.3,9.6,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-101,Alice Smith,Sales - Corporate,West,January,12980,2596,RET-5144,ORD-1144,Defective,27-01-24
CUST-125,Customer 125,San Diego,CA,United States,Corporate,25-03-23,ORD-1145,CUST-125,PROD-4002,30-12-24,1,8.4,0.3,2.4,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-102,Bob Jones,Sales - Consumer,West,December,10468,2093.6,,ORD-1145,,
CUST-126,Customer 126,Los Angeles,CA,United States,Consumer,08-09-23,ORD-1146,CUST-126,PROD-2363,18-04-24,3,1215,0.1,255,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-103,Charlie Brown,Sales - Home Office,West,April,5545,1109,RET-5146,ORD-1146,Not as Described,02-05-24
CUST-127,Customer 127,Los Angeles,CA,United States,Home Office,10-09-22,ORD-1147,CUST-127,PROD-7545,09-02-24,1,350,0,100,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-104,Diana Prince,Sales - Enterprise,West,February,13436,2687.2,,ORD-1147,,
CUST-128,Customer 128,San Diego,CA,United States,Home Office,12-09-22,ORD-1148,CUST-128,PROD-7545,23-09-24,4,1400,0,400,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-101,Alice Smith,Sales - Corporate,West,September,8760,1752,,ORD-1148,,
CUST-129,Customer 129,San Diego,CA,United States,Corporate,04-11-22,ORD-1149,CUST-129,PROD-7545,26-05-24,1,245,0.3,-5,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-102,Bob Jones,Sales - Consumer,West,May,13896,2779.2,,ORD-1149,,
CUST-100,Customer 100,Dallas,TX,United States,Home Office,23-11-22,ORD-1150,CUST-100,PROD-8837,10-12-24,5,50,0,25,South,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-103,Charlie Brown,Sales - Home Office,South,December,14130,2826,,ORD-1150,,
CUST-101,Customer 101,San Antonio,TX,United States,Home Office,26-11-22,ORD-1151,CUST-101,PROD-8837,10-12-24,5,45,0.1,20,South,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,South,December,12878,2575.6,,ORD-1151,,
CUST-102,Customer 102,San Diego,CA,United States,Consumer,23-07-23,ORD-1152,CUST-102,PROD-3235,06-11-24,5,112.5,0.1,37.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,West,November,12274,2454.8,,ORD-1152,,
CUST-103,Customer 103,San Jose,CA,United States,Consumer,26-01-23,ORD-1153,CUST-103,PROD-7545,16-09-24,5,1575,0.1,325,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-102,Bob Jones,Sales - Consumer,West,September,12214,2442.8,,ORD-1153,,
CUST-104,Customer 104,Dallas,TX,United States,Home Office,04-09-23,ORD-1154,CUST-104,PROD-3235,29-08-24,2,40,0.2,10,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,South,August,14041,2808.2,,ORD-1154,,
CUST-105,Customer 105,San Diego,CA,United States,Home Office,17-04-23,ORD-1155,CUST-105,PROD-7545,15-08-24,5,1400,0.2,150,West,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-104,Diana Prince,Sales - Enterprise,West,August,9675,1935,,ORD-1155,,
CUST-106,Customer 106,Los Angeles,CA,United States,Home Office,11-06-23,ORD-1156,CUST-106,PROD-6243,19-11-24,1,12,0.2,4,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-101,Alice Smith,Sales - Corporate,West,November,10016,2003.2,,ORD-1156,,
CUST-107,Customer 107,San Jose,CA,United States,Consumer,15-08-23,ORD-1157,CUST-107,PROD-3235,26-01-24,3,67.5,0.1,22.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-102,Bob Jones,Sales - Consumer,West,January,14175,2835,,ORD-1157,,
CUST-108,Customer 108,Philadelphia,PA,United States,Home Office,31-08-22,ORD-1158,CUST-108,PROD-2363,25-06-24,5,1575,0.3,-25,East,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-103,Charlie Brown,Sales - Home Office,East,June,14903,2980.6,,ORD-1158,,
CUST-109,Customer 109,Phoenix,AZ,United States,Consumer,05-07-23,ORD-1159,CUST-109,PROD-5033,24-04-24,5,4800,0.2,50,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,West,April,7745,1549,,ORD-1159,,
CUST-110,Customer 110,San Diego,CA,United States,Corporate,15-08-23,ORD-1160,CUST-110,PROD-7105,13-12-24,1,900,0.1,101,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-101,Alice Smith,Sales - Corporate,West,December,9311,1862.2,,ORD-1160,,
CUST-111,Customer 111,San Diego,CA,United States,Consumer,27-07-23,ORD-1161,CUST-111,PROD-7105,29-02-24,3,3000,0,603,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,West,February,14908,2981.6,,ORD-1161,,
CUST-112,Customer 112,Philadelphia,PA,United States,Home Office,14-05-23,ORD-1162,CUST-112,PROD-5033,23-08-24,1,960,0.2,10,East,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-103,Charlie Brown,Sales - Home Office,East,August,10150,2030,,ORD-1162,,
CUST-113,Customer 113,San Jose,CA,United States,Home Office,19-04-23,ORD-1163,CUST-113,PROD-8837,09-02-24,4,36,0.1,16,West,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,West,February,13780,2756,,ORD-1163,,
CUST-114,Customer 114,San Antonio,TX,United States,Corporate,12-02-23,ORD-1164,CUST-114,PROD-4762,14-01-24,1,150,0,50,South,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,South,January,7064,1412.8,,ORD-1164,,
CUST-115,Customer 115,Los Angeles,CA,United States,Consumer,14-04-23,ORD-1165,CUST-115,PROD-8837,22-11-24,2,20,0,10,West,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-102,Bob Jones,Sales - Consumer,West,November,14439,2887.8,,ORD-1165,,
CUST-116,Customer 116,Phoenix,AZ,United States,Consumer,20-12-22,ORD-1166,CUST-116,PROD-4762,15-07-24,1,105,0.3,5,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,West,July,14109,2821.8,,ORD-1166,,
CUST-117,Customer 117,Philadelphia,PA,United States,Consumer,02-09-23,ORD-1167,CUST-117,PROD-8837,30-04-24,2,18,0.1,8,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,East,April,9799,1959.8,,ORD-1167,,
CUST-118,Customer 118,Houston,TX,United States,Home Office,09-02-23,ORD-1168,CUST-118,PROD-3235,08-01-24,1,22.5,0.1,7.5,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,South,January,14645,2929,,ORD-1168,,
CUST-119,Customer 119,Houston,TX,United States,Consumer,17-06-23,ORD-1169,CUST-119,PROD-4002,09-02-24,5,60,0,30,South,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-102,Bob Jones,Sales - Consumer,South,February,6098,1219.6,,ORD-1169,,
CUST-120,Customer 120,Los Angeles,CA,United States,Home Office,02-07-23,ORD-1170,CUST-120,PROD-4002,23-01-24,3,36,0,18,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-103,Charlie Brown,Sales - Home Office,West,January,5988,1197.6,,ORD-1170,,
CUST-121,Customer 121,Phoenix,AZ,United States,Home Office,02-07-23,ORD-1171,CUST-121,PROD-6243,19-09-24,5,60,0.2,20,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-104,Diana Prince,Sales - Enterprise,West,September,10626,2125.2,,ORD-1171,,
CUST-122,Customer 122,Philadelphia,PA,United States,Home Office,15-04-23,ORD-1172,CUST-122,PROD-7105,12-06-24,4,3600,0.1,404,East,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-101,Alice Smith,Sales - Corporate,East,June,10390,2078,,ORD-1172,,
CUST-123,Customer 123,San Diego,CA,United States,Corporate,02-05-23,ORD-1173,CUST-123,PROD-3235,03-04-24,3,67.5,0.1,22.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-102,Bob Jones,Sales - Consumer,West,April,8633,1726.6,,ORD-1173,,
CUST-124,Customer 124,Chicago,IL,United States,Consumer,27-03-23,ORD-1174,CUST-124,PROD-4762,25-01-24,4,540,0.1,140,Central,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,Central,January,5526,1105.2,,ORD-1174,,
CUST-125,Customer 125,San Antonio,TX,United States,Consumer,07-09-22,ORD-1175,CUST-125,PROD-5033,24-08-24,1,840,0.3,-110,South,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,South,August,10109,2021.8,,ORD-1175,,
CUST-126,Customer 126,Los Angeles,CA,United States,Home Office,22-07-23,ORD-1176,CUST-126,PROD-7105,24-07-24,2,1800,0.1,202,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-101,Alice Smith,Sales - Corporate,West,July,6389,1277.8,,ORD-1176,,
CUST-127,Customer 127,Philadelphia,PA,United States,Home Office,27-11-22,ORD-1177,CUST-127,PROD-5033,05-08-24,1,840,0.3,-110,East,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,East,August,5778,1155.6,,ORD-1177,,
CUST-128,Customer 128,San Diego,CA,United States,Consumer,10-07-23,ORD-1178,CUST-128,PROD-8837,16-02-24,4,28,0.3,8,West,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-103,Charlie Brown,Sales - Home Office,West,February,7720,1544,,ORD-1178,,
